comment,intent,primary_driver,value_orientation,affect
"Like others I left the country, but unlike others my goal is to bring not only money but my expertise and skills for my country. Hope everything goes as planned ✌️✌️",Neutral/Observation,Needs Human Review,Collectivist-Nation,Hopeful/Motivated
kura haru jati share garnu vayo sabai milyo ma seetw ani mero friend group ma manai ho bidesh janna vanni 4 jana ko group bata eklo basney wala xu... thanks it sector is best ho aaile ko nepal ko halat dekherw vanna lai.. mani it nai padhdai xu...tapai bahun vayerw hola kura haru yesto milirako theyo ki ashu nai aayo mero love relation ship seetw ni milyo ani sathi ko mami ko kura ani aru thuprai>>>>,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
"31 yr old Nepali - (British national) -  In the UK and other global economies, the rapid advancement of AI and digital systems is transforming the job landscape, leading to significant shifts in employment. Roles traditionally reliant on human input, such as administrative coding, web development, IT administration, social media management, video editing, graphic design, accountancy, and even positions like purchasing managers and administrative staff, are increasingly being automated and AI. This trend has led to notable job reductions across various sectors; for instance, PwC has released 5,000 employees, Citigroup has reduced its workforce by 4,000 to 5,000, and similar actions have been taken by Barclays, HSBC, and numerous other firms within the accounting, technology, and communications industries. In response to these changes, professionals are encouraged to pivot towards careers that are more resistant to AI disruption, focusing on areas where human expertise and creativity remain irreplaceable.",Needs Human Review,Economic Necessity,Collectivist-Nation,Pragmatic
Me watching this after the F1 US visa grant.,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Mayale sansar thamosh nathamosh ….Nepali ra hamro desh Nepal sadhai hunuparcha! Nepal desh rahirahana tapai Hami sabai Ko utikkai dahityoo cha!,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Go go that’s it that’s all,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Nepal ma education sath sathai skills pani provide hunu parxa ani education system ma ni farak lera aayo vane yesle huge change parna sakxa student ko mentality ni badalna sakinxa,Anti-Migration,Systemic/Political Anger,Individualist-Self,Hopeful/Motivated
The main root is government. Government should provide system.,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Hopeful/Motivated
Lastai man chuyo <br>Aafno desh vanya aafno aafno desh ho<br>Janmavumi nepal<br>Karmavumi bahira vayo😢<br><br>Hope chardai nepal aayera basne environment create hos<br>Jasma maile ni kei garna sakum aafno desh Nepal ko lagi😢<br>Jay Nepal 🇳🇵,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Dai the video the concept and the creation of hope was fabulous. But what you said about IT and outsourcing has some problems with it, the major problem lies in foreign currency direct transactions. Also I don't see government supporting outsourcing, example you gave of Indian economy, in india major part is covered by FDI(Foreign direct investment) and outsourcing, i don't see our government supporting this.",Pro-Migration,Needs Human Review,Individualist-Self,Hopeful/Motivated
"A bit emotional😶<br>consumption गर्नु मात्र सफता हाेइन्। विदेश गएर मेराे जीवन त सुखि हाेला तर मेराे समाजमा कस्ताे असर पर्छ, देशमा कस्ताे असर पर्छ ध्यान दिन आवश्यक छ। प्राण भन्दा प्याराे मेराे देश ❤️❤️🇳🇵🇳🇵",Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
Lasta mah tei maya pani poila hindinxa paisa na bhaye kura kura nai ho risk lina lai capital xa bhane nepal basney gujara garera matra life chaldaina ni hajur just job garera hudaina,Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
Totla bro keep going,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Nepali drubh rathee❤,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
Sabai software engineer huna sambav xaen kei agricultural ra natural wise ma pani established priority hunuparyo,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
We can do it ma pani khi samaye paxi farkera  afnai desh ma khi garne xu rahara le hoina badataya le desh chodeko ho    love Nepal  my country my soil.💚❤️,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"The data that you have presented in 2:20, the header of the document says Arrival and Departure of Nepali Citizens, can you also please highlight the column header that says ""Number of Departures"". So that the casual viewer (like me XD) can quickly spot the column is representing only Departures. Also in 3:04, the written text says 541, but the narrator says 1541, which is it?",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
I'm IT students but i dont hava any idea 😍,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
माया मुजि मोह ले मात्र के गर्नु देश को माया त लाग्छ नि |,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
purai sunepaxi aakha vari aashu vayo🥺🥺desh kaha jadai xa tw..?,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
"परिस्थितिले जन्मभुमिमा कर्म गर्न नसकेपनि, मर्न पाउ।",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Mo ta so  lod bedes basne ho tanna kamaune ani bank ko interest khadai basne ho ani sano business garne ho,Needs Human Review,Needs Human Review,Individualist-Self,Pragmatic
Just think in this era money is everything.choice is ur what u do .i made my decision .,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
अबको १०० बर्षमा नेपाल शक्तिशालि देश मघ्येमा गनिनेछ,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"K garne family ko maya cha. Yha ta eat, sleep, play repeat,stuck in infinity loop bhai.😢 from-🇵🇸",Neutral/Observation,Family Obligation,Collectivist-Family,Despairing/Sad
Aama Nepal 😭,Neutral/Observation,Family Obligation,Collectivist-Family,Despairing/Sad
Bro m chai raharle grda bidhes aayee harek nepali short timeko laghi bidesh aawnu nai parchh ..aamako Maya sanggai basda bujnu gharo hunchh bt pardhesh laghee pochi aamako Maya dhesh ko maya dhobbar badheraw janchh so,Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
यो देश छाड्ने हजारौं कारण छन् तर नेपालमा बस्ने एउटै कारण छ माया🤍🌷🇳🇵,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
Jhatta herda jindagi dami cha sabai thikxa hajur paisa kai kami cha... m age 35 not leaving country and never in future,Needs Human Review,Economic Necessity,Individualist-Self,Needs Human Review
Tension vayara aayo,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
अाँखा बाट अासु अायाे😥<br>के भयाे यस्तो देश😭,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
Ma pani aafni desh xodna ko laghi tayari gardai xu din rat na vani🙂,Needs Human Review,Patriotism/Love,Individualist-Self,Pragmatic
Sir 1 video about Nepal Police,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
"I have left my country, it's been 10 years. I agree and I don't and I have my own reason.",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Data scientist,IT,sector ma job garna interest pani hunu paryo ni.....Afnu interest talent pani evaluate garnu parxa...paisa bhandaima ahakha chimlera IT field choose nagareko ramro...",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
10 Yrs paxi yo comment herna lai xodeko xu..nice content bro,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Last ma ta dhannai royena 🥲,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
"म तेति जान्छुझै त लगदैना है साथी, तार येति भन्न चाइ मन थम्नै सकीन । <br>भावना 💖 ले मात्रै एकजुट अनी गलत गर्नबाट रोक्ने नै हो बाकी सबै कुरा भौतिक चिज हारुले नै चल्छ।",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Think me immature but leaving country is good for our family ❤,Neutral/Observation,Family Obligation,Collectivist-Family,Pragmatic
Ekai choti sabai sodesh farkera neta haru lai bhagauda kaso hola? Aru le desh banayepaxi farkinxu matra bhanna ta sajilai kura ho afai banauxu bhanne chahiyo.,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Needs Human Review
नेपाल एक सति ले सरापेको देश हो। तेही भएर होला धमाधम विदेशिन बाध्य भएका,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
"ok I understand your words.... tapaiko kura ni thik ho ... maile 2022 ma mero +2 sakkeya.... ma euta lower middle class bata belong garxu .. baba yo jyami kaile kam hunxa kaile hunna... thekdar ho.. but kam huda ni poisa time am aaunna... dd ni xa who is also studying... uh aaile BBA paddai xa jasto mimimum fee hami tiiri ra xam 4 lkh for 4years... tara house rent .. khana .. gadi vada.... ghar kharcha.. yeti le savings nai hunna... i have been working from grade 11 afno family ko problem dekhera .... ... maile apply gareko xu bidesh kinaki maile ya kei dekhina... family issue le garera maile ya kei join garne himmat nai aayena... i was good student ra uta full scholarship ma IT padhna paudai xu .... maile nepal ma dherai nai collages khoje kunai ma k vanxa kunai ma k .... maile ya pade vane yearly 6 lakhs samma ma full IT cource padauxu vanne collages haru vete but after scholarships... jaba ki yedi ma bidesh gaye vane free ma padxu ... jane kharcha matra ho... ani tya gara ni aafai kamara sustain garna sakxu ... ma sanga accountant ko experience xa ... ma writer ni ho.... ra Ielts ni padauxu ... but ya kamako poisa ta ussai sakkinxa,,..... ma monthly 25-30k kamauxu after +2 tara teti ho... ya maile garna try na gareko haina.... maile 1 year aafai kamara tirxu vanera ni join garan khojekoho.... tara gahr ma poisa dida ... dd ko fee.... sabbai garda afu lai ta na pugne raixa ,.. ani desh ra baba mumi ko maya na lagne haina tara bidesh na gai kei na na hune raixa... it may hurt but it is true ... uta nai ramro xxa...",Anti-Migration,Family Obligation,Collectivist-Nation,Pragmatic
Should we stay or leave ko  video ta banyo tara  hajur ley yeuta dedicated video banua nu na nepalmai basera kk garna sakinxa napla ma khulera garna sakine thau ra area haur kk xa kun field xa ra tyo thau ma hamiley aafno time ra effort diye anu sar kati ko income generation garna sakin xa tyo kura lai aajai kasari expand garna sakinxa ra international trade haru gare ra kasari economic growth ra development garna sakin xa aafno desh ko ??????? @IN-Depth Story,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"I work a tech job in Australia, If i can get a remote job with the same money in Nepal, I will definitely return.",Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
